,Titel van het Recept,Ingredienten,Website URLS
251,Gnocchi met blauwe kaas en paddenstoelen,"['500 gr gnocchi', '100 gr spinazie', '400 gr gemengde paddenstoelen', '125 gr blauwe kaas', '1  ui', '1  tenen knoflook', '5 gr peterselie', '50 gr walnoten', 'olie om in te bakken']",https://www.leukerecepten.nl/recepten/gnocci-met-blauwe-kaas-en-paddenstoelen/
252,Ovenschotel met boontjes,"['300 gr gehakt', '400 gr sperziebonen', 'Snuf italiaanse kruiden', '1  blikje tomatenpuree', '1  ui', '1  teen knoflook', '450  aardappelschijfjes', '50 gr geraspte kaas', '1 eetlepel olie']",https://www.leukerecepten.nl/recepten/ovenschotel-met-boontjes/
253,Salade met gegrilde tonijn,"['2  tonijnsteaks', '70 gr veldsla', '50 gr pecannoten', '1  kleine rode ui', '100 gr peultjes', '300 gr krieltjes', '150 gr gele en rode tomaatjes', 'olie (om in te bakken)']",https://www.leukerecepten.nl/recepten/salade-met-gegrilde-tonijn/
254,Wraps met roti kip,"['300 gr kip', '300 gr sperziebonen', '1  ui', '4  wraps', '2  eieren', '1 theelepel kerriepoeder', '½ theelepel garam masala kruiden', '50 ml room', 'peper en zout']",https://www.leukerecepten.nl/recepten/wraps-met-roti-kip/
255,Bibimbap met gegrilde kip,"['2  eieren', '200 gr kipfilet', '1 theelepel kipkruiden', '150 gr zilvervlies rijst', '100 gr taugé', '70 gr rode kool', '100 ml azijn', '200 ml water', '2 eetlepels suiker', '100 gr spinazie', '2  lente uien', '100 gr shi take', '50 gr wortel julienne', '2 eetlepels sesamolie']",https://www.leukerecepten.nl/recepten/bibimbap-met-gegrilde-kip/
256,Oosterse yakitori spies,"['4  kippendijen', '3  bosuien', 'zonnebloemolie omin te bakken', '1 teentje knoflook', '2 cm gember', '1 eetlepel bruine basterdsuiker', '2 eetlepel ketjap', '1/2  blokje kippenbouillon', '100 ml mirin (Japanse kookwijn)', '100 ml water', '100 ml sojasaus']",https://www.leukerecepten.nl/recepten/oosterse-yakitori-spies/
257,Gnocchi in pompoensaus,"['800 gr gnocchi', '1  flespompoen a 1 kilo (700 gr vruchtvlees)', '300 ml water', '2  tenen knoflook', '½   rode peper (naar smaak)', '½   blokje groentebouillon', 'Handje Parmezaanse kaas (in vlokken)', 'Snufje gedroogde salie', 'Handje rucola', '2 eetlepels pijnboompitten (geroosterd)']",https://www.leukerecepten.nl/recepten/gnocchi-in-pompoensaus/
258,Jambalaya met kip,"['500 gr kippendijen', '250 gr basmati rijst', '80 gr chorizo (in plakjes)', '1  ui', '1  teen knoflook', '2  tomaten', '1 theelepel cajunkruiden', '500 ml kippenbouillon', '1  paprika', '1 eetlepel tomatenpuree', '3  stengels bleekselderij', 'snuf paprikapoeder', 'verse peterselie']",https://www.leukerecepten.nl/recepten/jambalaya-met-kip/
259,Pannenkoeken met peer en geitenkaas,"['300 gr bloem', 'snufje zout', '3  eieren', '750 ml melk', '2  peren', '200 gr geitenkaas', '2 eetlepels pecan nootjes', '40 gr rucola', 'boter om te bakken', 'kneepje honing']",https://www.leukerecepten.nl/recepten/pannenkoeken-met-peer-en-geitenkaas/
260,Pasta met garnalen in romige saus,"['400 gram spaghetti (volkoren)', ""500 gr garnalen/gamba's (voorgekookt)"", '200 gr aspergetips', '130 gr zongedroogde tomaatjes', '2  uien', '5 teentjes knoflook', '500 ml kookroom', '200 ml droge witte wijn', '1  citroen', 'peper en zout', 'olie om in te bakken', 'optioneel: maïzena']",https://www.leukerecepten.nl/recepten/pasta-met-garnalen-in-romige-saus/
261,Marokkaanse runderstoof,"['650 gr riblappen of sukadelappen', '15  gedroogde abrikozen', '½ theelepel komijn', '1 eetlepel citroensap', 'snuf kaneel', '300 ml runderbouillon', '150 gr kikkererwten uit blik', '1  klein blikje tomatenpuree', '1  ui', '1  aubergine', '1 theelepel maïzena', '1  paprika', '250 gr (parel) couscous', '1 eetlepel amandelschaafsel', 'verse peterselie']",https://www.leukerecepten.nl/recepten/marokkaanse-runderstoof/
262,Couscous met broccoli,"['800 gr broccoli', '275 gr couscous', '1  groente bouillonblokje', '200 gr feta', 'blaadjes munt', '1  uitje', '75 gr amandel', '75  pistache noten', '1  blik perzik met 8 halve (of 4 verse)', 'Sap uit blik (of honing)', '1  limoen', 'Turks brood voor er bij']",https://www.leukerecepten.nl/recepten/couscous-met-broccoli/
263,"Pasta met kip, tomaatjes en spinazie","['300 gr volkoren penne', '1  rode ui', '1 teentje knoflook', '2  kipfilets', '100 gr geraspte kaas', 'Handje kaassnippers', 'Handje pijnboompitten', '12  zongedroogde tomaatjes', '200 ml kookroom', '1/2 blokje groentebouillon', '200 gr verse spinazie', 'snuf peper en zout', 'olijfolie']",https://www.leukerecepten.nl/recepten/pasta-met-kip-tomaatjes-en-spinazie/
264,Ovenschotel met bacon en ui,"['450 gr aardappel', '1  grote rode ui', '150 gr bacon of spek in reepjes', '15 gr bloem', '250  melk', '15 gr boter', 'handje geraspte kaas', '125 ml creme fraiche', 'peper en zout', '125 gr tomaatjes']",https://www.leukerecepten.nl/recepten/ovenschotel-met-bacon-en-ui/
265,Quiche met witlof en ham,"['5  plakjes deeg voor hartige taart', '3  eieren', '100 ml melk', '125 gr Kruidenroomkaas', '2  stronken witlof', '75 gr hamreepjes', '1 eetlepel paneermeel', '125 gr brie', '1 eetlepel pecannoten (grof gehakt)']",https://www.leukerecepten.nl/recepten/quiche-met-witlof-en-ham/
266,Salade met biefstuk en asperges,"['2 stukken biefstuk', '2 eetlepels pecorino kaas (in snippers)', '350 gr groene asperges', '50 gr rucola', '450 gr krieltjes', 'Balsamicocreme', '2 eetlepels kruidenboter']",https://www.leukerecepten.nl/recepten/salade-met-biefstuk-en-asperges/
267,Noedels met bimi en mango,"['200 gr bimi', '180 gr noedels (udon)', '1  bak tofu a 325 gr', '1 eetlepel limoensap', 'Scheutje sojasaus', '1 eetlepel honing', 'Handje cashewnoten', '275 gr mango', '1  rode peper', 'Scheutje sesamolie']",https://www.leukerecepten.nl/recepten/noedels-met-bimi-en-mango/
268,Pompoensoep met kip,"['800 gr pompoenblokjes', '4  tomaten', '2  uien', '150 ml room', '2  bouillonblokjes', '800 ml water', '300 gr kipfilet', '5 gr peterselie gehakt', '1 theelepel paprikapoeder', '3 eetlepels pompoenpitten', '2 eetlepels olie']",https://www.leukerecepten.nl/recepten/pompoensoep-met-kip/
269,Quinoa ovenschotel met kip en cashewnoten,"['250 gr quinoa', '1  ui', '1  rode paprika', '½   courgette', '1   lente ui', '300 gr kipfilet', '4 eetlepels hoisin woksaus', '2 teentjes knoflook', '2 theelepels sojasaus', '200 ml water', 'snuf gemberpoeder', 'handje cashewnoten']",https://www.leukerecepten.nl/recepten/quinoa-ovenschotel-met-kip-en-cashewnoten/
270,Risoni met balsamico kip,"['500 gr kippendijen', '400 gr cherry tomaatjes', '2  tenen knoflook', '1  courgette', '300  risoni rijst gemaakt van pasta (ook wel orzo genoemd)', '600 ml kippenbouillon', '½ theelepel oregano', 'Scheut balsamico azijn', '100 gr feta kaas', 'olijfolie']",https://www.leukerecepten.nl/recepten/risoni-met-balsamico-kip/
271,Pasta met spinazie en kabeljauw,"['250 gr verse tagliatelle', '260 gr kabeljauw (2 stukken)', '400 gr spinazie', '125 gr ricotta', '250 gr cherrytomaatjes (aan tak)', '1 eetlepel citroensap', '1  teen knoflook', '4 eetlepels panko', '6 blaadjes basilicum', 'olijfolie', 'peper en zout']",https://www.leukerecepten.nl/recepten/pasta-met-spinazie-en-kabeljauw/
272,Shoarma quiche met prei,"['5  plakken deeg voor hartige taart', '4  eieren', '125 ml creme fraiche', '100 ml melk', '500 gr shoarma', '200 gr prei', '250 gr champignons (in plakjes)', '75 gr geraspte kaas', '1  uitje', 'Boter om te bakken en in te vetten', '2 eetlepels paneermeel']",https://www.leukerecepten.nl/recepten/shoarma-quiche-prei/
273,Indische andijviestamppot,"['600 gr  kruimige aardappels', '400 gr andijvie', '100 ml kokosmelk', 'Klont boter', 'Snuf gemalen Koriander', 'Snuf gemalen gember/djahe', 'Snuf kurkuma', 'peper en zout', '2 eetlepels  gebakken uitjes', '2 eetlepels ketjap']",https://www.leukerecepten.nl/recepten/indische-andijviestamppot/
274,Pizza met vijgen,"[' 1  pizzamix a 450 gr (of zelfgemaakt pizzadeeg)', 'bloem om te bestuiven', 'Handje rucola', '4  verse vijgen', 'balsamico stroop', '125 gr blauwe kaas', '250 gr ricotta', '12  cherrytomaatjes', '1 eetlepel honing', '4  plakken parmaham']",https://www.leukerecepten.nl/recepten/pizza-met-vijgen/
275,Spinaziesalade met kaasschnitzel,"['100 gr verse spinazie', '250 gr aardbeien', '2  kaasschnitzels', '1 eetlepel amandelschaafsel', '125 gr pasta', '½   komkommer', '1  mango']",https://www.leukerecepten.nl/recepten/spinaziesalade-met-kaasschnitzel/
276,Wraps met gemarineerde speklap,"['400 gr ananas (vers of uit blik)', '6  kleine tot middelgrote wraps', '6  speklappen', 'Scheut ketjap', 'Snuf cayennepoeder', 'Snuf knoflookpoeder', 'Snuf kerriepoeder', '50 gr ijsbergsla', '½   komkommer', '3 eetlepels gebakken uitjes', 'Handje alfa alfa', 'Optioneel: yoghurtsaus']",https://www.leukerecepten.nl/recepten/wraps-met-gemarineerde-speklap/
277,Pastasalade met aardbeien en avocado,"['300 gr pasta', '100 gr rucola melange', '250 gr aardbeien', '2  avocado’s', '250 gr cherrytomaatjes', '150 gr mini mozzarella (uitgelekt)', 'Balsamico creme']",https://www.leukerecepten.nl/recepten/pastasalade-met-aardbeien-en-avocado/
278,Bloemkool nasi,"['400 gr bloemkool rijst', '3-4  eieren', '1  ui', '2  tenen knoflook', '1  rode peper', '200 gr kip', '250 gr Chinese roerbakmix', 'Snuf komijn', 'Scheut ketjap', '2  bosuien', 'Kroepoek voor er bij']",https://www.leukerecepten.nl/recepten/bloemkool-nasi/
279,Wraps met krokante garnalen,"['16  grote garnalen (ontdooid)', '1  bordje panko', '1  ei', '1  bordje bloem', '8  wraps (klein tot middelgroot)', '1  mango', '400 gr kool', 'sesamzaadjes', 'Sweet chilisaus', 'zonnebloemolie']",https://www.leukerecepten.nl/recepten/wraps-met-krokante-garnaal/
280,Kip in rode pesto uit de oven,"['2  kipfilets', '250 gr mascarpone', '1 gr pot gegrilde paprika’s a 295', '1 eetlepel rode pesto', '2 eetlepels geraspte kaas', '1 eetlepel pijnboompitten', 'verse basilicum', 'Pasta voor er bij']",https://www.leukerecepten.nl/recepten/kip-in-rode-pesto-uit-de-oven/
281,Freekeh bowl met falafel,"['200 gr freekeh', '400 gr bloemkool', '1  avocado', '2 eetlepels pistachenootjes (ongezouten)', 'Paar takjes verse munt', '1  bakje falafel (of 10 stuks zelfgemaakt)', '250 gr cherrytomaatjes', '1  klein blikje kikkererwten', 'snuf paprikapoeder', 'Snuf cayennepeper', 'Snuf oregano', 'peper en zout', 'scheutje olijfolie']",https://www.leukerecepten.nl/recepten/freekeh-bowl-met-falafel/
282,Tomatentaart met basilicum,"['500 gr middelgrote tomaten (Tasty Tom’s in verschillende kleuren)', '4  eieren', '1  rol vers bladerdeeg of 5 plakjes uit de vriezer', '250 gr ricotta', 'verse basilicum', '2 eetlepels pijnboompitten', 'peper en zout', '1 theelepel italiaanse kruiden']",https://www.leukerecepten.nl/recepten/tomatentaart-met-basilicum/
283,Vissticks van de bakplaat met groenten,"['500 gr krieltjes (in schil)', '10  vissticks (bevroren)', '300  broccoli', 'Snuf knoflookpoeder (of vers)', '1 eetlepel olie', '1  paprika', 'peper en zout', '½ theelepel tijm']",https://www.leukerecepten.nl/recepten/vissticks-van-de-bakplaat/
284,Gevulde courgette met zalm,"['2  courgette', '300 gr zalm', '1  paprika', '4 eetlepels geraspte kaas', '400 gr hüttenkäse', 'Snuf dille', 'peper en zout']",https://www.leukerecepten.nl/recepten/gevulde-courgette-met-zalm/
285,Aardappelpannetje met tijm,"['750 gr aardappel (in schil)', '1  courgette', '250 gr spekreepjes', '1  grote ui', '1 theelepel tijm', '250 gr cherrytomaatjes']",https://www.leukerecepten.nl/recepten/aardappelpannetje-met-tijm/
286,Vegetarische pita pizza met gegrilde groenten,"['5  pitabroodjes', '½   courgette', '½   aubergine', '1  gele paprika', '1  kleine rode ui', '1  bol mozzarella', '2 eetlepels groene pesto', 'Scheutje olijfolie', 'Snuf peper en zout', 'Snuf tijm']",https://www.leukerecepten.nl/recepten/vegetarische-pita-pizza-met-gegrilde-groenten/
287,Paella spaghetti,"['160 gr spaghetti', '3  tomaten', '2  tenen knoflook', '1  ui', '0,05 gr saffraan', '250 gr garnalen of zeevruchten mix', '1  citroen', '1  bouillonblokje', '1 theelepel paprikapoeder', '1 eetlepel tomatenpuree', '1  paprika', 'peper en zout', 'Optioneel: een snufje cayennepeper']",https://www.leukerecepten.nl/recepten/paella-spaghetti/
288,Pastasalade met zalm en gegrilde groenten,"['150 gr penne', '200 gr gerookte zalm', '75 gr rucola melange', '1  gele paprika', '8  cherrytomaatjes', '1  courgette', 'olijfolie']",https://www.leukerecepten.nl/recepten/pastasalade-met-gerookte-zalm-en-gegrilde-groenten/
289,Gevulde paprika met zoete aardappel risotto,"['1  middelgrote zoete aardappel', '200 gr peultjes', '200 gr risotto', '1  ui', 'Snuf tijm', '600 ml groentebouillon', 'Scheutje droge witte wijn', ""4  paprika's"", 'handje geraspte kaas', '2 eetlepels pijnboompitten', 'Klontje boter']",https://www.leukerecepten.nl/recepten/gevulde-paprika-met-zoete-aardappel-risotto/
290,Nacho ovenschotel met pulled chicken,"['1 zak nacho chips naturel', '2  kipfilets (300 gr)', '50 gr geraspte kaas', '1  paprika', '2 eetlepels BBQ-saus', '2 eetlepels ketchup', '1  rode ui', '1  klein blikje mais a 150 gr', '250 gr champignons (in plakjes)', '6  cherry tomaatjes']",https://www.leukerecepten.nl/recepten/nacho-ovenschotel-met-pulled-chicken/
291,Pittige garnalen pakketjes met paprika,"['450 gr grote rauwe garnalen in schaal of gepeld (ontdooid)', '1  groene paprika', '1 teen knoflook', '20  zwarte olijven', 'scheutje olijfolie', 'Scheutje witte wijn', 'snuf paprikapoeder', 'snuf chili', 'peper en zout', '1  citroen']",https://www.leukerecepten.nl/recepten/pittige-garnalen-pakketjes-met-paprika/
292,Gegrilde kip tzatziki van de BBQ,"['4  pitabroodjes', '2  kipfilets', 'snuf paprikapoeder', 'Snuf oregano', 'peper en zout', '4 blaadjes sla', '125 gr cherrytomaatjes', 'olijfolie']",https://www.leukerecepten.nl/recepten/gegrilde-kip-tzatziki-van-de-bbq/
293,Spaghetti milanese,"['350 gr spaghetti', '500  rundergehakt', '2  uien', '2  tenen knoflook', '100 gr hamreepjes', '400 gr champignons', '140 ml tomatenpuree', '200 ml rundvleesbouillon', '1  klein blikje wortel a 155 gr', 'Handje  parmezaanse kaas', 'Paar blaadjes verse basilicum', '1 theelepel italiaanse kruiden']",https://www.leukerecepten.nl/recepten/spaghetti-milanese/
294,Zoete aardappel lasagne,"['350 gr zoete aardappel (in plakken)', '800 ml tomaten blokjes', '1  courgette (in linten)', '2  bollen mozzarella', '1  ui', '225 gr spinazie (diepvries)', '1  ei', '1  teen knoflook', '1 theelepel italiaanse kruiden', 'handje geraspte kaas']",https://www.leukerecepten.nl/recepten/zoete-aardappel-lasagne/
295,Huevos rancheros,"['4  kleine tortilla’s', '4  eieren', '1  avocado', '2 eetlepels zure room', 'bieslook', '1  uitje', '2  knoflook', '1 theelepel paprikapoeder', '1 theelepel komijn', '400 gr tomaten blokjes', '200 gr kidney bonen', '1  blikje tomatenpuree', '1  (punt)paprika', 'Snufje chili vlokken']",https://www.leukerecepten.nl/recepten/huevos-rancheros/
296,Pasta met broccoli en zalmballetjes,"['1  x recept (zalmballetjes)', '300 gr pasta', '500 gr broccoli', '200 ml creme fraiche (light)', '1  ui', 'Verse bieslook', 'peper en zout']",https://www.leukerecepten.nl/recepten/pasta-met-broccoli-en-zalmballetjes/
297,Shoarma salade met muntsaus,"['250 gr shoarmavlees', '200 gr ijsbergsla', '1  grote puntpaprika', '6  radijsjes', '5  pitabroodjes', ' 1/3  komkommer ', '170 gr Griekse yoghurt', '2 eetlepels citroensap', '1  teen knoflook', 'verse munt']",https://www.leukerecepten.nl/recepten/shoarma-salade-met-muntsaus/
298,Thaise mosselen,"['2 kg mosselen', '200 ml kokosmelk', '1  rode peper', 'Bosje verse koriander', '5 cm gember', '1  limoen', '1  ui', '2 eetlepels vissaus', '2  tenen knoflook', '1  paprika', 'Scheut olie (sesam)']",https://www.leukerecepten.nl/recepten/thaise-mosselen/
299,Quiche met erwtjes en geitenkaas,"['225 gr erwtjes (diepvries)', '1  ui', '125 gr cherrytomaatjes', '125 gr geitenkaas', '4  eieren', '200 ml melk', 'snuf peper en zout', 'snuf tijm', '8  plakken ontbijtspek', '1 eetlepel paneermeel', '6  plakjes bladerdeeg', 'boter om in te vetten']",https://www.leukerecepten.nl/recepten/quiche-met-erwtjes-en-geitenkaas/
300,Vega burgers met yoghurtsaus,"['350 gr zoete aardappel', '120 gr kikkererwten (uit blik)', '120 gr cannellini bonen (uit blik)', '80 gr havermout', '1  rode ui', '1  ei', '2 eetlepels olijfolie', 'snuf paprikapoeder', 'Snuf Italiaanse kruiden', 'snuf peper en zout', 'Snuf cayennepeper', 'snuf peterselie', 'boter (om te bakken)', '5  hamburgerbroodjes', 'Hand rucola', '¼  komkommer', '2  tomaten']",https://www.leukerecepten.nl/recepten/vega-burgers-met-yoghurtsaus/
301,Quinoa salade met druiven,"['130 gr quinoa', '12  druiven', '20 gr rucola', '⅓   komkommer', '1  avocado', '1  tomaat', 'scheutje olijfolie', 'peper en zout', 'kneepje honing', '1 eetlepel citroensap', '2 eetlepels walnoten', '75 gr geitenkaas']",https://www.leukerecepten.nl/recepten/quinoa-salade-met-druiven/
302,Frisse salade met gegrilde kip en perzik,"['75 gr rucola melange', '2  kipfilets', '2  wilde perziken', '1  avocado', '150 gr  mozzarellabolletjes', '10  cherrytomaatjes']",https://www.leukerecepten.nl/recepten/frisse-salade-met-gegrilde-kip-en-perzik/
303,Kip curry met mango,"['3 eetlepels currypasta', '200 ml kokosmelk', '400 ml tomatenblokjes', '400 gr kip', '400 gr sperziebonen', 'Handje cashewnoten', '175 gr verse mango', 'Snuf zout', 'Rijst en naanbrood voor er bij']",https://www.leukerecepten.nl/recepten/kip-curry-mango/
304,Ovenschotel aardappel chili,"['900 gr aardappel krieltjes', '100 gr geraspte kaas', '1  paprika', '500  gehakt', '400 gr tomatenblokjes', '1  blikje tomatenpuree', '200 gr zwarte bonen', '1  ui', '2  tenen knoflook', 'Snuf komijn', '1 theelepel paprikapoeder', 'Snufje chilipoeder', '150 gr mais uit blik', '1  bosui', '125 ml zure room', 'peper en zout']",https://www.leukerecepten.nl/recepten/ovenschotel-met-aardappel-en-chili/
305,Broodje kip teriyaki,"['300 gr kipfilet', '1  rode ui', '4 eetlepels teriyaki saus', 'Handje sla', 'Augurken in plakjes', '1/2  mango in blokjes', '1 eetlepel gebakken uitjes', 'peterselie', '4  broodjes']",https://www.leukerecepten.nl/recepten/broodje-kip-teriyaki/
306,Lasagne pompoen geitenkaas,"['6  lasagne vellen (vers)', '200 gr champignons', '450 gr pompoenblokjes', '250 ml gezeefde tomaten', 'Snuf  tijm', '125 gr geitenkaas', 'handje geraspte kaas', 'peper en zout']",https://www.leukerecepten.nl/recepten/lasagne-pompoen-geitenkaas/
307,Zomerse noedelsalade met garnalen en mango,"['75 gr rucola melange', '100 gr noedels', '150 gr garnalen', '1  avocado', '1/2  mango', '5  radijsjes', '1/4   komkommer', 'handje cashewnoten', '3 eetlepels sojasaus', '1 eetlepel honing', '1 eetlepel witte wijnazijn', '1 teentje knoflook']",https://www.leukerecepten.nl/recepten/zomerse-noedelsalade-met-garnalen-mango-en-avocado/
308,Taco’s met zalm en mango,"[""12  taco's"", '125 gr zure room', '2  avocado’s', '½   komkommer', '450 gr verse zalm', '125 gr cherrytomaatjes', '275 gr mango', '2  limoenen', 'Snuf paprikapoeder', 'Snuf komijn', 'Verse koriander', 'Jalapeno pepers naar smaak', 'Boter of olie om in te vetten']",https://www.leukerecepten.nl/recepten/tacos-met-zalm-en-mango/
309,Karbonade van de BBQ met mango salsa,"['2  karbonades', '2 eetlepels ketjap', '1 eetlepel sesamolie', '2  tenen knoflook geperst', '1 eetlepel honing', '125 gr mango', '1  avocado', '5 gr koriander', '1  rode peper (naar smaak)', '1  limoen', '1 theelepel geroosterde sesamzaadjes']",https://www.leukerecepten.nl/recepten/karbonade-van-de-bbq-met-mango-salsa/
310,Aardappelspies van de BBQ,"['4  middelgrote aardappels', '1  groene paprika', '250 gr ontbijtspek in 1 stuk of dikke plakken', 'Peper en zout', 'Olie', 'Optioneel: kruidenboter']",https://www.leukerecepten.nl/recepten/aardappelspies-van-de-bbq/
311,Bloemkoolrijst met spekjes,"['400 gr bloemkoolrijst (zelfgemalen of kant en klaar)', '200 gr spekjes', '125 gr champignons', '75 gr geitenkaas', '100 gr verse spinazie', 'snuf tijm', 'Snuf zwarte peper', '2 eetlepels pecannoten']",https://www.leukerecepten.nl/recepten/bloemkoolrijst-met-spekjes/
312,Zelfgemaakte currypasta,"['2  middelgrote uien', '3  tenen knoflook', 'stukje gember (ca. 3 cm)', '1  rode peper', '½ theelepel gemalen koriander', '1 theelepel citroenrasp', '50 ml zonnebloemolie (of andere plantaardige olie)', '1 theelepel kurkuma', '1 eetlepel tomatenpuree', '1 theelepel garam massala']",https://www.leukerecepten.nl/recepten/zelfgemaakte-currypasta/
313,Kip shoarma ovenschotel,"['600 gr kruimige aardappels', 'Scheut melk', 'Klontje boter', 'Snuf nootmuskaat', '400 gr kipreepjes', '1 theelepel shoarma kruiden', '1  paprika', '125 gr champignons', '2  tomaten', 'Handje geraspte kaas']",https://www.leukerecepten.nl/recepten/kip-shoarma-ovenschotel/
314,Pasta met asperge en krokante zalm,"['350 gr groene asperges', '150 gr pasta', '240 gr Boursin Cuisine (of creme friache met kruiden)', '1  ui', '2 stukken zalm', '1  ei', '2 eetlepels panko', 'Peper en zout', 'Boter of olie om in te vetten', 'Ovenschaal']",https://www.leukerecepten.nl/recepten/pasta-asperge-en-krokante-zalm/
315,Lasagne uit de pan,"['300 gr gehakt', '1  uitje', '½   courgette', '500 ml gezeefde tomaten', '1 theelepel italiaanse kruiden', '250 gr ricotta', '6  bladen lasagne (vers)', 'Peper en zout', 'Verse basilicum om te garneren']",https://www.leukerecepten.nl/recepten/lasagne-uit-de-pan/
316,Visspies met basilicumsaus,"['12  cherrytomaatjes', '2  citroenen', 'Peper en zout', '250 gr kabeljauw of andere stevige witvis', '3 eetlepels Griekse yoghurt', '10 blaadjes basilicum']",https://www.leukerecepten.nl/recepten/visspies-met-basilicumsaus/
317,Visschnitzels met bieslooksaus,"['2  visfilets (bv pangasiusfilet)', '1  ei', '2 eetlepels bloem', 'Bord  panko (Japans broodkruim)', '450 gr aardappelschijfjes', '400 gr broccoli', 'Snuf  cayennepeper', '170 gr Griekse yoghurt', '2 eetlepels citroensap', 'Verse bieslook']",https://www.leukerecepten.nl/recepten/visschnitzels-met-bieslooksaus/
318,Taco bowl,"['500 gr gehakt (h.o.h)', '250 gr champignons', '1  teen knoflook', '1 theelepel paprikapoeder', 'Snufje  cayennepeper', '½ theelepel komijn', 'peper en zout', '4  tomaten', '2  avocado’s', '1  klein blikje mais', '150 gr ijsberg sla', '1  zak tortilla chips naturel', '1  limoen', '125 ml zure room', '1  potje taco saus', '250 gr gele rijst']",https://www.leukerecepten.nl/recepten/taco-bowl/
319,Mexicaanse kip spiesjes met avocadodip,"['350 gr kipfilet', 'snuf paprikapoeder', 'Snuf cayennepeper', 'Snuf komijn', 'peper en zout', '6  mini maïs (uit blik)', '1  paprika', '1  avocado', '2 eetlepels citroensap']",https://www.leukerecepten.nl/recepten/mexicaanse-kip-spiesjes-avocadodip/
320,Salade kip pindadressing,"['400 gr kipfilet', '1  paprika', '1  Chinese kool', '1  komkommer', '100 gr pinda’s (ongezouten)', 'Verse koriander', '1  rode peper', '125 gr taugé', 'Peper en zout']",https://www.leukerecepten.nl/recepten/salade-kip-pindadressing/
321,Pasta met paprikasaus,"['400 gr tagliatelle (of andere pasta)', '2  potten gegrilde paprika a 295 ml', '1  teen knoflook', '1  uitje', '100 gr geraspte kaas', '200 ml kookroom', '100 ml groentebouillon', 'Handje  verse basilicum', 'Handje  rucola', 'Snuf  peper en zout', '2 eetlepels pijnboompitten (geroosterd)']",https://www.leukerecepten.nl/recepten/pasta-met-paprikasaus/
322,Indiase dahl met spinazie,"['325 gr linzen', '1 liter water', '1 theelepel kurkuma', '0,5 theelepel zout', '2 eetlepels zonnebloemolie', '1  kleine rode chili', '1 theelepel komijnzaad', '1 grote witte ui (gesnipperd)', '3 teentjes gehakte knoflook', '1 eetlepel gerapte gember', '4  tomaten (in blokjes)', '2 theelepels tomatenpuree', '1,5 theelepel garam masala', '400 gr spinazie', '1  bosje koriander (gehakt)']",https://www.leukerecepten.nl/recepten/indiase-dahl-met-spinazie/
323,Burger met watermeloensalsa,"['4  broodjes', '4  hamburgers', '¼   watermeloen', '1  limoen', 'blaadjes Paarbasilicum', 'Handje sla', '4  plakjes cheddar kaas', '1  avocado', 'peper en zout']",https://www.leukerecepten.nl/recepten/burger-met-watermeloensalsa/
324,Tagliata van entrecote,"['350 gr entrecote', '50 gr rucola', '250 gr cherrytomaatjes (aan tak)', '75 gr parmezaanse kaas snippers', '1 eetlepel balsamico azijn', '2 eetlepels pijnboompitten (geroosterd)', '2  tenen knoflook', '1/2   citroen (sap)', '2  takjes rozemarijn', 'Snuf peper en zout', '1  pistoletje', 'Olijfolie']",https://www.leukerecepten.nl/recepten/tagliata-van-entrecote/
325,Gevulde zoete aardappel met pulled chicken,"['2  grote zoete aardappels', '1  kipfilet', '1  ui', '1 teentje knoflook', '1/2  paprika', '2 eetlepels  tomatenpuree', '1  avocado', 'Snufje chilipoeder', 'Snuf peper en zout']",https://www.leukerecepten.nl/recepten/gevulde-zoete-aardappel-met-pulled-chicken/
326,Gegratineerde wraps met steak,"['300 gr biefstuk', 'Snuf knoflook poeder', 'Snuf paprika poeder', 'Snuf komijn poeder', 'peper en zout', '125 gr cherrytomaatjes', '200 gr kidneybonen', '75 gr mais uit blik', '75 gr geraspte kaas', '125 ml creme fraiche', '1  bosui', '4  wraps']",https://www.leukerecepten.nl/recepten/gegratineerde-wraps-met-steak/
327,Naanpizza met Garam Masala gehakt,"['350 gr rundergehakt\u2028', '3  naambroden', '1 theelepel garam masala', '3 eetlepels tomatenpuree', '1  aubergine', '1 gr rode ui\u2028', '150 gr cherry tomaat', 'een paar takjes bladpeterselie', '50 gr feta']",https://www.leukerecepten.nl/recepten/naanpizza-garam-masala-gehakt/
328,Pasta Carbonara met Chorizo,"['200 gr chorizo in blokjes', '15 gr peterselie', '400 gr spagetti', '1  citroen', '3  tenen knoflook', '70 gr parmezaanse kaas', '4 el yoghurt', '1  aubergine', '3  eieren', 'peper en zout', 'in olie om te bakken']",https://www.leukerecepten.nl/recepten/pasta-carbonara-met-chorizo/
329,Zalm met sesamkorst,"['320  gr zalm', '400 gr courgetti', '5 eetlepels wit sesamzaad', '1 eetlepel zwart sesamzaad', '200 gr cherrytomaat aan tak', 'peper en zout', '3 eetlepels sojasaus', '2 eetlepel olijfolie']",https://www.leukerecepten.nl/recepten/zalm-met-sesamkorst/
330,Gevulde ananas met rijst en garnalen,"['1  ananas', '170 gr garnalen', '200 gr blokjes wortel', '150 gr basmati rijst', '3  lente uien', '40 gr cashewnoten', '1  chilipeper', '2 eetlepels sojasaus', '1 eetlepel sesamolie', '2 teentjes knoflook (gehakt)']",https://www.leukerecepten.nl/recepten/gevulde-ananas-met-rijst-en-garnalen/
